title,title_en,website,phone,address,address_en,email,coords
"K.Grill","K.Grill",\N,"+30 21 0943 1765","330 Leoforos Venizelou Eleftheriou Καλλιθέα 176 75,  Ελλάδα ",\N,\N,"37.8401175, 23.7661638"
"Σπάγγος","Spangos",\N,"+30 21 0412 4001","Ακτή Κουμουνδούρου 18 Μικρολίμανο 18533,  Ελλάδα ",\N,\N,"37.9389881, 23.6606294"
"Ιωνικός","Ionikos",\N,"+30 21 0492 0202","Προύσης 17 Γρεβενών Νίκαια 184 53,  Ελλάδα ",\N,\N,"37.9713378, 23.6454672"
"Ο Πρόεδρος","O Proedros","https://www.oproedros.gr/","+30 21 0941 1163","Κανάρη 82 Μοσχάτο 18344,  Ελλάδα ",\N,"contact@oproedros.gr","37.947476, 23.6788636"
"Cook Bistro","Cook Bistro",\N,"+30 21 0413 0100","Υψηλάντου 125 Πειραιάς 18532,  Ελλάδα ",\N,\N,"37.9407479, 23.6507833"
"Salty","Salty",\N,"+30 21 0411 7333","Ακτή Κουμουνδούρου 1 Μικρολίμανο Πειραιάς 18533,  Ελλάδα ",\N,\N,"37.9379968, 23.6617982"
"Εστιατόριο Ραμόνα","Estiatorio Ramona","http://www.ask4food.gr/estiatoria/13228-ramona","+30 21 0951 5952","Μίνωος 11-13 Καλλιθέα 176 72,  Ελλάδα ",\N,"ramonaparadosiakitaverna@gmail.com","37.95567, 23.70865"
"Amigos","Amigos",\N,"+30 21 0933 2220","70 Megalou Alexandrou Νέα Σμύρνη 171 22,  Ελλάδα ",\N,\N,"37.8593118, 23.7562118"
"La Rassa","La Rassa",\N,"+30 21 0463 3039","Μαρίας Κιουρι 20 το Κερατσίνι 187 56,  Ελλάδα ",\N,\N,"37.9581554, 23.62526"
"Peacock Restaurant","Peacock Restaurant",\N,"+30 21 0923 6682","9 Falirou Hera Hotel, Makrygianni Αθήνα 117 42,  Ελλάδα ",\N,\N,"37.9668846, 23.7291306"
"Κοντρα Τεμπο","Kontra Tempo",\N,"+30 21 0417 3319","Αλεξανδρου Παπαναστασιου 114 Καστελα Πειραιάς 185 33,  Ελλάδα ",\N,\N,"37.9429652, 23.6589935"
"Μπριζολάκια Και Σβούρες","Brizolakia Kai Svoures",\N,"+30 21 0400 3939","Πλάτωνος 101 το Κερατσίνι 18755,  Ελλάδα ",\N,\N,"37.953505, 23.621681"
"στου καπετάνιου","stou kapetaniou",\N,"+30 21 0417 0676","Καραισκου 123 Πλατεία Κοραή Πειραιάς 185 35,  Ελλάδα ",\N,\N,"37.9423711, 23.6476457"
"Zhang Xing Chinese Restaurant","Zhang Xing Chinese Restaurant",\N,"+30 21 0418 3593","Akti Themistokleous 10 Πειραιάς,  Ελλάδα ",\N,\N,"37.9331594, 23.6461203"
"Merci","Merci",\N,"+30 21 0453 7010","Λεωφόρος Ηρώων Πολυτεχνείου 90 Πειραιάς 185 36,  Ελλάδα ",\N,\N,"37.9376666, 23.6422202"
"Η δική μας Γεύση","I diki mas Gefsi",\N,"+30 21 0481 0336","Κεφαλληνίας 68 Πειραιάς 18541,  Ελλάδα ",\N,\N,"37.9534454, 23.6565271"
"Ρίξε Δόλωμα","Rixe Doloma",\N,"+30 21 0452 9722","2ας Μεραρχίας 14 Πειραιάς 18535,  Ελλάδα ",\N,\N,"37.9411824, 23.6427847"
"Χάι Λάιφ","Chai Laif",\N,"+30 21 0386 4661","Καραϊσκου 117 Πλατεία Κοραή Πειραιάς 18535,  Ελλάδα ",\N,\N,"37.9422866, 23.6476965"
"Momo","Momo",\N,"+30 21 0956 2300","Σαπφούς 95 Πλατεία Κύπρου Καλλιθέα 176 76,  Ελλάδα ",\N,\N,"37.9571792, 23.7013192"
"Pita Bar Ψητοπωλείο","Pita Bar Psitopoleio","http://www.pitabar.gr/","+30 21 0980 2801","Αγίου Αλεξάνδρου 39 & Ναϊάδων Παλαιό Φάληρο,  Ελλάδα ",\N,"pitabar@hotmail.com","37.9316506, 23.7568993"
"Ο Βυθός","O Vythos",\N,"+30 21 0412 4001","Ακτή Κουμουνδούρου 18 Πειραιάς 18533,  Ελλάδα ",\N,\N,"37.9389881, 23.6606294"
"Great Souvlaki","Great Souvlaki",\N,"+30 21 0410 0667","Ηρώων Πολυτεχνείου 8 Πειραιάς 18531,  Ελλάδα ",\N,\N,"37.9781757, 23.7405411"
"Το Παλαιο Σπιτικο","To Palaio Spitiko",\N,"+30 21 0417 5097","Φίλωνος 32 Πειραιάς 185 31,  Ελλάδα ",\N,\N,"37.9457018, 23.6468787"
"Μελίνα","Melina",\N,"+30 21 0942 4246","Κνωσού 14 Παλαιό Φάληρο 175 64,  Ελλάδα ",\N,\N,"37.9400505, 23.7067557"
"My Friends Piraeus","My Friends Piraeus",\N,"+30 21 0412 5620","Σωτήρος Διός 39 Πειραιάς 18535,  Ελλάδα ",\N,\N,"37.9405713, 23.64901"
"ΦΟΥΡΝΟΙ ΜΑΚΕΔΟΝΙΑΣ - ΖΩΗΤΟΣ ΔΗΜΗΤΡΙΟΣ","FOURNOI MAKEDONIAS - ZOITOS DIMITRIOS",\N,"+30 21 0412 1665","Navarinou 12Α Πειραιάς 185 31,  Ελλάδα ",\N,\N,"37.9469745, 23.6436176"
"Το Πριγκιπάτο","To Prigkipato",\N,"+30 21 0417 5315","Δωδεκανήσου 27 Πειραιάς 18540,  Ελλάδα ",\N,\N,"37.9521531, 23.6558428"
"Πεζόγυρος","Pezogyros",\N,"+30 21 0482 8700","Δωδεκανήσου 39 Πειραιάς 18540,  Ελλάδα ",\N,\N,"37.9530185, 23.6554246"
"Karma City Cafe","Karma City Cafe",\N,"+30 21 0422 6906","Κουντουριωτου 164 Πειραιάς,  Ελλάδα ",\N,\N,"37.9432026, 23.6482797"
"Zaman Fou-meze project","Zaman Fou-meze project",\N,"+30 21 1113 5878","Χρυσοστόμου Σμύρνης 74 και Ομήρου Μοσχάτο 18344,  Ελλάδα ",\N,\N,"37.9496704, 23.6803111"
"Häagen-Dazs","Häagen-Dazs",\N,"+30 21 0411 2187","Ακτή Μουτσοπούλου 5 Πειραιάς 185 34,  Ελλάδα ",\N,\N,"37.9382673, 23.650581"
"Η Συνάντηση","I Synantisi",\N,"+30 21 1406 8288","Ακτή Ποσειδωνος 38 Πειραιάς 185 33,  Ελλάδα ",\N,\N,"37.9472911, 23.6424245"
"Bon Vivant & CO","Bon Vivant & CO",\N,"+30 21 0411 1190","Ανδρούτσου 159 Πειραιάς 18535,  Ελλάδα ",\N,\N,"37.9407504, 23.6492184"
"Σέρκος","Serkos",\N,"+30 21 0492 8297","Ι. Δραγούμη 39-41 Πειραιάς 185 42,  Ελλάδα ",\N,\N,"37.9632016, 23.6545726"
"Peaky Blinders Pasalimani","Peaky Blinders Pasalimani",\N,"+30 21 0429 6602","Υψηλαντου 174-176 Πειραιάς 18535,  Ελλάδα ",\N,\N,"37.9393301, 23.6473415"
"Lynne's Cookies","Lynne's Cookies",\N,"+30 21 0452 2550","21 Kantharou Πειραιάς 185 36,  Ελλάδα ",\N,\N,"37.936832, 23.6423651"
"Το Αιγυπτιακόν","To Aigyptiakon","http://www.toaigyptiakon.gr/","+30 21 0418 2920","Φρεαττύδος 20 Πειραιάς 18537,  Ελλάδα ",\N,"toaigyptiakon.gr@gmail.com","38.13092, 23.86023"
"To Steki tou Artemi","To Steki tou Artemi",\N,"+30 21 0417 5598","Δημοσθένους 9 Πειραιάς 18531,  Ελλάδα ",\N,\N,"37.9453592, 23.6438187"
"Lollobrigida Italian Gastrobar","Lollobrigida Italian Gastrobar",\N,"+30 694 065 0511","Ακτη Κουμουνδουρου 62 Πειραιάς 18533,  Ελλάδα ",\N,\N,"37.9368612, 23.6584855"
"Μύθος","Mythos",\N,"+30 21 0463 0010","Δράμας 86 Δράμας 86 & Αντιπλοιάρχου Βλαχάκου Πειραιάς 185 44,  Ελλάδα ",\N,\N,"37.9573793, 23.640999"
"Το Φαληράκι","To Faliraki",\N,"+30 21 0981 5034","Αφροδίτης 43 Παλαιό Φάληρο 17561,  Ελλάδα ",\N,\N,"37.9283412, 23.6934384"
"Gaff cafe bar bistro","Gaff cafe bar bistro",\N,"+30 21 0417 3414","Ακτή Κουμουνδούρου 22 Μικρολίμανο Πειραιάς 18533,  Ελλάδα ",\N,\N,"37.9387239, 23.6597348"
"Λίθος Grill","Lithos Grill",\N,"+30 21 3033 0891","Μαρίας Χατζηκυριάκου 17 Πειραιάς 18536,  Ελλάδα ",\N,\N,"37.9374888, 23.6303123"
"Ζεμπερέκι","Zempereki","","+30 21 0940 6044","Σολωμού 92 Μοσχάτο 183 45,  Ελλάδα ",\N,"","37.950298136257, 23.68151181319"
"Το Τσιπουράκι","To Tsipouraki",\N,"+30 21 1182 5431","Ακτή Θεμιστοκλέους 228 Πειραιάς 18539,  Ελλάδα ",\N,\N,"37.9271105, 23.6326055"
"Surf in cafe","Surf in cafe",\N,"+30 21 0422 7478","Πλατωνος 3 Πειραιάς 185 35,  Ελλάδα ",\N,\N,"37.9420868, 23.6457818"
"Goody's","Goody's",\N,"+30 21 0429 7907","Lampraki Grigoriou Street Πειραιάς 18535,  Ελλάδα ",\N,\N,"37.9402631, 23.6489975"
"Chef & City Food Bar","Chef & City Food Bar",\N,"+30 21 0417 4958","74 Tzavella Πειραιάς 185 33,  Ελλάδα ",\N,\N,"37.9437654, 23.6598261"
"Habit","Habit",\N,"+30 21 0429 2322","Ακτή Μιαούλη 41 Πειραιάς 185 31,  Ελλάδα ",\N,\N,"37.9719335, 23.6394847"
"Noodle Bar","Noodle Bar",\N,"+30 21 0411 5151","Ακτή Κουμουνδούρου 60 Πειραιάς 18534,  Ελλάδα ",\N,\N,"37.93701, 23.658501"
"ΧΗ.ΜΑ. - Άλιμος","CHI.MA. - Alimos",\N,"+30 21 0982 5026","Θεοτόκη Θεοτόκη & Βαλλιάνου Άλιμος,  Ελλάδα ",\N,\N,"37.909546, 23.7205388"
"Mouries","Mouries",\N,"+30 21 0420 1514","Palamidou 1 Πειραιάς,  Ελλάδα ",\N,\N,"37.9543771, 23.647156"
"Στα Καλα Καθουμενα","Sta Kala Kathoumena",\N,"+30 21 0400 7237","Πολυζωίδου 31 το Κερατσίνι 187 58,  Ελλάδα ",\N,\N,"37.9727593, 23.6187423"
"180°C bruncherie","180°C bruncherie",\N,"+30 21 0452 0931","Ιάσονος 42 Πειραιάς 18537,  Ελλάδα ",\N,\N,"37.9345545, 23.6401884"
"Εις Υγειαν","Eis Ygeian",\N,"+30 694 606 1742","Δραγατσανιου 36 Πειραιάς,  Ελλάδα ",\N,\N,"37.950901, 23.6432838"
"Ixnos","Ixnos",\N,"+30 21 1800 0110","Κολοκοτρώνη 30 Πειραιάς,  Ελλάδα ",\N,\N,"37.9455042, 23.6478656"
"Freddopolitan","Freddopolitan",\N,"+30 21 0413 5777","Βασ. Γεωργίου Α 1 Πειραιάς 185 31,  Ελλάδα ",\N,\N,"37.9437803, 23.6456184"
"Πολύγυρος","Polygyros",\N,"+30 21 0413 7444","Ελευθερίου Βενιζέλου 32 Πειραιάς 185 32,  Ελλάδα ",\N,\N,"37.9451369, 23.6497513"
"Το Ειδικόν","To Eidikon",\N,"+30 21 0461 2674","Ψαρρών 38 & Σαλαμίνος, Πειραιάς 18546,  Ελλάδα ",\N,\N,"37.953559, 23.6338531"
"Kebaptzidiko","Kebaptzidiko",\N,"+30 21 0452 8500","Sachtouri street Πειραιάς 185 37,  Ελλάδα ",\N,\N,"37.9448978, 23.6434674"
"The Street 22","The Street 22",\N,"+30 21 0411 2479","Ακτη Κουμουνδουρου 22 Πειραιάς,  Ελλάδα ",\N,\N,"37.9383514, 23.6592424"
"Το Ρεμούτσικο Ταβέρνα","To Remoutsiko Taverna","http://www.remoutsiko.gr/","+30 21 0970 4515","Λεωφόρος Αγίου Δημητρίου 120 Άγιος Δημήτριος 173 41,  Ελλάδα ",\N,"remoutsiko@gmail.com","37.9386734, 23.7308018"
"Στο Λιμάνι","Sto Limani",\N,"+30 21 0417 5416","Αριστείδου 6 Άστιγγος Πειραιάς 185 31,  Ελλάδα ",\N,\N,"37.9462499, 23.6408213"
"Tsikoudia-Ce Soir","Tsikoudia-Ce Soir",\N,"+30 21 5525 6543","Oλυμπίας 3 & Γρ. Λαμπράκη Πειραιάς 185 34,  Ελλάδα ",\N,\N,"37.9421092, 23.6517261"
"Τα Κανάρια","Ta Kanaria",\N,"+30 21 0942 2119","Κανάρη 119 Μοσχάτο 183 44,  Ελλάδα ",\N,\N,"37.946829, 23.682361"
"Ristorante Pepper Moon","Ristorante Pepper Moon",\N,"+30 21 5545 2090","Ακτή Θεμιστοκλέους 6 & Μαρίνα Ζέας Πειραιάς 18120,  Ελλάδα ",\N,\N,"37.9752471, 23.6559942"
"Caffe Adesso","Caffe Adesso",\N,"+30 21 0412 5810","Καραΐσκου 135 Πειραιάς 185 35,  Ελλάδα ",\N,\N,"37.941185, 23.646719"
"Malt Fine Dining & Spirits","Malt Fine Dining & Spirits","","+30 21 0495 4154","Αγ.Γεωργιου 57 Πλατεία Ελευθερίας Κορυδαλλός,  Ελλάδα ",\N,"","37.9765008, 23.6502545"
"Χρονοτριβείο Cafe - Bar","Chronotriveio Cafe - Bar",\N,"+30 21 0417 8852","Λουδοβίκου 5 50 metres from the train-metro station of Pireaus. Πειραιάς 18531,  Ελλάδα ",\N,\N,"37.9930528, 23.7653464"
"To Propolemikon","To Propolemikon",\N,"+30 21 0462 9229","Δερβενακιον 22 Agios Dionisos Πειραιάς 185 45,  Ελλάδα ",\N,\N,"37.9517147, 23.6376753"
"Τα Καλαμάκια της Γούναρη","Ta Kalamakia tis Gounari",\N,"+30 21 0417 7104","Γούναρη 2 Πειραιάς 18531,  Ελλάδα ",\N,\N,"37.9455085, 23.6429701"
"Ρήγας","Rigas",\N,"+30 21 0417 7390","Ίδης 14 Καστέλλα Πειραιάς 18533,  Ελλάδα ",\N,\N,"37.9393867, 23.655363"
"Senses Cafe Bar","Senses Cafe Bar",\N,"+30 21 1226 0240","Ακτή Θεμιστοκλέους 338 Πειραιάς 185 39,  Ελλάδα ",\N,\N,"37.9703932, 23.6213977"
"Sin Burger Bar","Sin Burger Bar","http://www.sinburgerbar.gr/","+30 21 0980 2116","Αγίου Αλεξάνδρου 26 Παλαιό Φάληρο 175 61,  Ελλάδα ",\N,"sinburgerbar@gmail.com","37.9277574, 23.6935494"
"Bowling Center Piraeus","Bowling Center Piraeus",\N,"+30 21 0412 2336","Chanion & Ierou Lochou Πειραιάς 185 33,  Ελλάδα ",\N,\N,"37.9401494, 23.6566374"
"O ΜαΜάκιας","O MaMakias",\N,"+30 21 0412 5999","Φίλωνος 91 Πειραιάς 18535,  Ελλάδα ",\N,\N,"37.9369153, 23.6394916"
"Mr. Φαλάφελ","Mr. Falafel",\N,"+30 21 0495 9998","Ταξιαρχών 15 Taksiarxon 15 Κορυδαλλός 18120,  Ελλάδα ",\N,\N,"38.0552385, 23.8033132"
"Pizzoteca Peiraias","Pizzoteca Peiraias",\N,"+30 21 0411 1530","Καραισκου 115 Γεωργιου Α Πειραιάς 185 35,  Ελλάδα ",\N,\N,"37.9424318, 23.6478061"
"Εμαγιέ","Emagie",\N,"+30 21 1400 3878","Θουκυδίδου 76 & Μάρκου Μπότσαρη, Καλαμάκι Άλιμος 174 55,  Ελλάδα ",\N,\N,"37.9108709, 23.7151324"
"L' Ovehla Negra","L' Ovehla Negra",\N,"+30 21 6700 4532","Ισμήνης 84 Τζιτζιφιές Καλλιθέα 176 75,  Ελλάδα ",\N,\N,"37.9452255, 23.6844134"
"Deliz","Deliz",\N,"+30 21 0412 0080","Ακτή Μουτσοπούλου 27 Πειραιάς 18532,  Ελλάδα ",\N,\N,"37.9359812, 23.6505512"
"Το Κατοσταράκι","To Katostaraki",\N,"+30 21 0462 0626","Δράμας 185 Πειραιάς 18546,  Ελλάδα ",\N,\N,"37.957157, 23.632497"
"Βαγγ Ειρ","Vang Eir",\N,"+30 21 0412 2105","Ακτι Κουμουνδουρου 32 Μικρολιμανο Πειραιάς 185 33,  Ελλάδα ",\N,\N,"37.9323061, 23.6279456"
"Βάκχος","Vakchos",\N,"+30 21 0422 2173","Μεγάλου Αλεξάνδρου 22 Πειραιάς 18532,  Ελλάδα ",\N,\N,"37.9448058, 23.6568672"
"Η Παλιά Φάβα","I Palia Fava",\N,"+30 21 0931 1994","Αχαιων 38 Παλαιο Φαληρο Παλαιό Φάληρο 175 64,  Ελλάδα ",\N,\N,"37.9343748, 23.7063817"
"Το κουτούκι του Γρίλλη","To koutouki tou Grilli",\N,"+30 21 0346 8017","Αναξαγόρα 7 Ταύρος 177 78,  Ελλάδα ",\N,\N,"37.9629473, 23.7033613"
"Freddo Cafe","Freddo Cafe",\N,"+30 21 0422 6837","Πλατεια Αλεξανδρας 1 Πειραιάς 185 34,  Ελλάδα ",\N,\N,"37.9348606, 23.650209"
"Flavour","Flavour",\N,"+30 21 0429 2444","Σκουζέ 1 Πειραιάς 185 35,  Ελλάδα ",\N,\N,"37.9551733, 23.7151718"
"Captain John's","Captain John's",\N,"+30 21 0417 7589","Αλέξανδρου Κουμουνδούρου 16 Πειραιάς 185 33,  Ελλάδα ",\N,\N,"37.938985, 23.6606846"
"Stalati","Stalati","http://www.stalati.gr/","+30 21 0940 8620","Λεωφ. Συγγρού 303 & Δημοσθένους Παλαιό Φάληρο 17564,  Ελλάδα ",\N,"stalatirestaurant@gmail.com","37.9429618, 23.6996521"
"Ο Ξιφίας","O Xifias",\N,"+30 21 0428 0011","133 Hatzikuriakou Avenue Πειραιάς 185 37,  Ελλάδα ",\N,\N,"37.934864, 23.6309625"
"Pier Street Food","Pier Street Food",\N,"+30 21 0410 0333","Μπουμπουλίνας 5 Πειραιάς 18534,  Ελλάδα ",\N,\N,"37.9420862, 23.6438713"
"Εντεχνον","Entechnon","","+30 21 0452 6683","Ακτη Θεμιστοκλεους 154 Πειραικη Πειραιάς 185 39,  Ελλάδα ",\N,"","37.928066209088, 23.637613404544"
"Ο Γιωργάκης","O Giorgakis",\N,"+30 21 0453 8149","Λεωφόρος Χατζηκυριακού 101 Πειραιάς,  Ελλάδα ",\N,\N,"37.9350546, 23.6327178"
"King George XIV","King George XIV",\N,"+30 21 1720 1808","Βασιλέως Γεωργίου Α 14 Πειραιάς 18532,  Ελλάδα ",\N,\N,"37.9421264, 23.648359"
"Ο Καλόγνωμας","O Kalognomas",\N,"+30 21 0417 5197","Κιλκίς 4 Πειραιάς 18534,  Ελλάδα ",\N,\N,"37.9393416, 23.6549298"
"Hatzis","Hatzis",\N,"+30 21 0453 7886","Charilaou Trikoupi 60 Πειραιάς,  Ελλάδα ",\N,\N,"38.0016189, 23.7733504"
"BouBoulina Piraeus","BouBoulina Piraeus",\N,"+30 21 0413 1367","Πλατεία Αλεξάνδρας Πειραιάς,  Ελλάδα ",\N,\N,"37.9343005, 23.6507884"
"Απρόοπτο","Aproopto",\N,"+30 21 0461 9894","Κανάρη 17 Δραπετσώνα 186 48,  Ελλάδα ",\N,\N,"37.9488203, 23.6348687"
"Niners Roof Garden Restaurant & Cocktail Bar","Niners Roof Garden Restaurant & Cocktail Bar",\N,"+30 21 0411 0555","Νοταρά 78 - 80 Ξενοδοχείο Piraeus Dream City Πειραιάς 185 35,  Ελλάδα ",\N,\N,"37.941639, 23.6435782"
"Πεζούλας","Pezoulas",\N,"+30 21 0942 2684","Πεισιστράτου 11 Τζιτζιφιές Καλλιθέα 176 74,  Ελλάδα ",\N,\N,"37.9412198, 23.6897298"
"Beluga","Beluga",\N,"+30 21 0411 6505","2ας Μεραρχίας 8 Πειραιάς 185 35,  Ελλάδα ",\N,\N,"37.9412911, 23.6426033"
"Ψαροταβέρνα «Παπαϊωάννου»","Psarotaverna «Papaioannou»",\N,"+30 21 0422 5059","Φιλίππου 5 Mυρτιδιωτίσσης Πειραιάς,  Ελλάδα ",\N,\N,"37.9378322, 23.6586725"
"Espresso Bar 33","Espresso Bar 33",\N,"+30 21 1413 5026","Νοταρά 33 Πειραιάς 185 31,  Ελλάδα ",\N,\N,"37.9451484, 23.6471108"
"Παντός Καιρού - Μπακαλωραιά","Pantos Kairou - Mpakaloraia",\N,"+30 21 0422 0222","Αγίου Κωνσταντίνου 5 Δημοτικό Θέατρο Πειραιάς 185 31,  Ελλάδα ",\N,\N,"37.943722, 23.647246"
"Μιράν","Miran",\N,"+30 21 0412 1766","Τσαμαδού 2 Πειραιάς 18531,  Ελλάδα ",\N,\N,"37.9459479, 23.6437298"
"ΨαροΚαστέλλα Οινομαγειρείο","PsaroKastella Oinomageireio",\N,"+30 21 0422 2237","Σκρά 19 Καστέλλα Πειραιάς 185 33,  Ελλάδα ",\N,\N,"37.9422033, 23.6575977"
"Στης Φλώρας το Bεράνι","Stis Floras to Berani",\N,"+30 698 391 5080","Φαβιέρου 57 & Αντ. Θεοχάρη Πειραιάς 18538,  Ελλάδα ",\N,\N,"37.9332752, 23.6369799"
"Ζάχος","Zachos",\N,"+30 21 0481 3325","Κομοτηνής 37 Πειραιάς 185 41,  Ελλάδα ",\N,\N,"37.9526963, 23.658972"
"G Spot Gastronomy","G Spot Gastronomy",\N,"+30 21 1415 3548","Σαχτούρη 35 Πειραιάς 18536,  Ελλάδα ",\N,\N,"37.9365432, 23.6412675"
"Golden Arabica","Golden Arabica",\N,"+30 21 3043 1453","Ελευθερίου Βενιζέλου 57 Πειραιάς 18531,  Ελλάδα ",\N,\N,"37.9443929, 23.6514891"
"Μπούσουλας Μεζεδοπωλείο","Bousoulas Mezedopoleio",\N,"+30 21 0481 8171","Σάμου 16 & Ζανέτου Πειραιάς 185 41,  Ελλάδα ",\N,\N,"37.9534629, 23.6596985"
"Metsovo","Metsovo",\N,"+30 21 0411 6049","18 Akti Poseidonos Street Πειραιάς,  Ελλάδα ",\N,\N,"37.9451121, 23.6433214"
"Στου Θωμά","Stou Thoma",\N,"+30 21 0420 6907","Μαυρομιχάλη Μαυρομιχάλη & Παλαμηδίου Πειραιάς 185 45,  Ελλάδα ",\N,\N,"37.9544273, 23.6423268"
"Ψαροταβέρνα Ψιψινα","Psarotaverna Psipsina",\N,"+30 694 040 0995","Συνταγματάρχου Ζησιμόπουλου 96 Παλαιό Φάληρο 175 64,  Ελλάδα ",\N,\N,"37.9325143, 23.6991988"
"Casca","Casca",\N,"+30 21 0418 0180","Μαρινα Ζεας Πειραιάς 18534,  Ελλάδα ",\N,\N,"37.9327926, 23.6469631"
"Παπαϊωάννου","Papaioannou",\N,"+30 21 0422 5059","Ακτή Κουμουνδούρου 42 Μικρολίμανο 18533,  Ελλάδα ",\N,\N,"37.9378322, 23.6586725"
"Τσικουδιά","Tsikoudia",\N,"+30 21 0452 5557","Ακτή Θεμιστοκλέους 68 Πειραιάς 18537,  Ελλάδα ",\N,\N,"37.9297232, 23.6446881"
"Ο Φάρος","O Faros",\N,"+30 21 0451 8908","Ακτή Θεμιστοκλέους 234 Πειραιάς 18539,  Ελλάδα ",\N,\N,"37.9270763, 23.632287"
"The BBQ Low & Slow","The BBQ Low & Slow",\N,"+30 21 0400 5898","Οδός Αχιλλέως 7-9 το Κερατσίνι 18758,  Ελλάδα ",\N,\N,"37.9712876, 23.6207997"
"Κεμπαπτζιδικον Κυρ Αριστος","Kempaptzidikon Kyr Aristos","https://www.kir-aristos.gr/","+30 21 0982 2320","Ζησιμοπουλου 96 Παλαιό Φάληρο 175 64,  Ελλάδα ",\N,"","37.932471415712, 23.699198152958"
"Ψαράδες","Psarades","http://www.psaradesresto.gr/","+30 21 0941 4888","Συνταγματάρχου Ζησιμόπουλου 54 Παλαιό Φάληρο 175 64,  Ελλάδα ",\N,"","37.936456923945, 23.699123335719"
"Σαμάρια Ουζερί","Samaria Ouzeri",\N,"+30 21 0451 7541","Ακτή Θεμιστοκλέους 180 Πειραιάς 18539,  Ελλάδα ",\N,\N,"37.9270149, 23.6359441"
"Νήσος","Nisos","http://www.nisos-flisvos.gr/","+30 21 0982 5628","Marina Flisvou Μαρίνα Φλοίσβου Παλαιό Φάληρο 175 61,  Ελλάδα ",\N,"","37.930591166627, 23.685874342918"
"Darling","Darling",\N,"+30 21 0410 1410","Δραγάτση 8 Πειραιάς 185 35,  Ελλάδα ",\N,\N,"38.0209917, 23.7990778"
"Δαχτυλήθρα","Dachtylithra",\N,"+30 21 0412 0147","Καποδιστρίου 11 Πειραιάς 18531,  Ελλάδα ",\N,\N,"37.9472754, 23.6432999"
"Ζέφυρος","Zefyros",\N,"+30 21 0417 5152","Ακτή Κουμουνδούρου 48 Μικρολίμανο Πειραιάς 185 33,  Ελλάδα ",\N,\N,"37.9375468, 23.6585203"
"Speranza Italian Dining","Speranza Italian Dining",\N,"+30 21 0429 3897","Φίλωνος 90 Φιλελλήνων 9 Πειραιάς 185 36,  Ελλάδα ",\N,\N,"37.9394175, 23.6414779"
"Panorama","Panorama",\N,"+30 21 0417 3475","18-20 Irakliou Kastella Πειραιάς 185 33,  Ελλάδα ",\N,\N,"37.9391383, 23.6570235"
"Pancho","Pancho",\N,"+30 21 0451 5849","Μαρίνα Ζέας Πειραιάς 18536,  Ελλάδα ",\N,\N,"37.9330233, 23.6474333"
"Το Αρχόντικο Του Σωτήρη","To Archontiko Tou Sotiri",\N,"+30 21 0411 3540","Βουλγάρη 128Β πασαλιμανι Πειραιάς 185 34,  Ελλάδα ",\N,\N,"37.9401319, 23.6503826"
"Σουβλάκι 1925","Souvlaki 1925",\N,"+30 21 0422 3997","Ακτή Μουτσοπούλου 11 Πειραιάς 18534,  Ελλάδα ",\N,\N,"37.9375674, 23.6509065"
"Τσιπουροκατάσταση","Tsipourokatastasi",\N,"+30 21 0413 1911","Καραίσκου 131 Πειραιάς 185 35,  Ελλάδα ",\N,\N,"37.941301, 23.6468458"
"Ψαρομεζέδες","Psaromezedes",\N,"+30 21 5551 3316","Μακρυγιάννη 52 & Λάμπρου Κατσώνη (Γωνία) Μοσχάτο 18345,  Ελλάδα ",\N,\N,"37.9486907, 23.6780697"
"Πισινα","Pisina",\N,"+30 21 0451 1324","Ακτή Θεμιστοκλέους 25 Πειραιάς 185 37,  Ελλάδα ",\N,\N,"37.9313013, 23.6462701"
"Παράγκα","Paragka",\N,"+30 21 0410 1065","Ακτή Κουμουνδούρου 34 Μικρολίμανο Πειραιάς 185 33,  Ελλάδα ",\N,\N,"37.9382509, 23.6589169"
"Βαλεντίνα","Valentina",\N,"+30 21 0943 1871","Λυκούργου 235 Καλλιθέα 176 75,  Ελλάδα ",\N,\N,"37.9521398, 23.6901009"
"Street Souvlaki - Κατάστημα Ακτή Μιαούλη","Street Souvlaki - Katastima Akti Miaouli",\N,"+30 21 0429 3001","Ακτή Μιαούλη 63 Πειραιάς 18536,  Ελλάδα ",\N,\N,"37.9394636, 23.6405169"
"Old Bakers","Old Bakers",\N,"+30 21 0413 6767","Ναυαρίνου 19 Πειραιάς 185 31,  Ελλάδα ",\N,\N,"37.9470114, 23.643703"
"Le Pierrot Jazzy","Le Pierrot Jazzy",\N,"+30 21 0429 7855","Καραΐσκου 139-143 Πειραιάς 18535,  Ελλάδα ",\N,\N,"37.9409952, 23.6465484"
"S.i.L Shakespeare in Love","S.i.L Shakespeare in Love",\N,"+30 21 0413 1999","Αγίου Σπυρίδωνος 3 Πειραιάς,  Ελλάδα ",\N,\N,"37.9426891, 23.6439633"
"Charlotte Cafe Bistrot Wine Bar","Charlotte Cafe Bistrot Wine Bar",\N,"+30 21 0417 3141","Ακτή Κουμουνδούρου 38 Πειραιάς,  Ελλάδα ",\N,\N,"37.9380007, 23.6586936"
