name,days_hours_open,site,phone,email,address,category,latitude,longitude
"Armenia Park","","","","","Armenia Park","Parks and Outdoors","37.974155240706","23.746882352797"
"Πλατεία Γεωργίου Γεννηματά","","","","","Πλατεία Γεωργίου Γεννηματά","Parks and Outdoors","38.034734828136","23.74481333718"
"Πλατεία Παπαδιαμάντη (Papadiamanti Sq.)","","","","","Πλατεία Παπαδιαμάντη (Papadiamanti Sq.)","Parks and Outdoors","38.020472699494","23.742810356457"
"Plateia Kastriou","","","","","Plateia Kastriou","Parks and Outdoors","38.096915062029","23.824844581026"
"Πλατεια Αγίου Παύλου","","","","","Πλατεια Αγίου Παύλου","Parks and Outdoors","37.988810679269","23.722633729685"
"Travellers ","","","","","Greece, Athens, Greece","Parks and Outdoors","37.97613","23.73643"
"Πλατεία Φατσέα","","","","","Πλατεία Φατσέα","Parks and Outdoors","37.955053204653","23.763108617225"
"Kούνιες","","","","","Kούνιες","Parks and Outdoors","38.064289090547","23.799562050423"
"Λούτσα","","","","","Λούτσα","Parks and Outdoors","38.051034999551","23.694810090767"
"Πρώην Στρατόπεδο Σπυρούδη","","","","","Πρώην Στρατόπεδο Σπυρούδη","Parks and Outdoors","38.00912623914","23.833431443498"
"Parko Kosti Palama","","","","","Parko Kosti Palama","Parks and Outdoors","38.009213313309","23.782320648387"
"Πλατεία Ιερού Λόχου","","","","","Πλατεία Ιερού Λόχου","Parks and Outdoors","37.97954","23.728574"
"Πλατεία Κύπρου (Kyprou Square)","","","","","Πλατεία Κύπρου (Kyprou Square)","Parks and Outdoors","37.957269905915","23.699982095326"
"Πλατεία Αγίου Λουκά","","","","","Πλατεία Αγίου Λουκά","Parks and Outdoors","38.061745666102","23.774495242917"
"Δασάκι","","","","","Δασάκι","Parks and Outdoors","38.05242","23.79575"
"Παιδική Χαρά","","","","","Παιδική Χαρά","Parks and Outdoors","37.987332677978","23.74622574277"
"Old Playground","","","","","Old Playground","Parks and Outdoors","37.989581345277","23.648428388682"
"Πλατεία Καλλιγά","","","","","Πλατεία Καλλιγά","Parks and Outdoors","38.004969472447","23.73273309857"
"Πλατεία Μαυρομιχάλη & Χαριλάου Τρικούπη","","","","","Πλατεία Μαυρομιχάλη & Χαριλάου Τρικούπη","Parks and Outdoors","37.925992167741","23.741176428076"
"Πλατεία Αλησμονήτων Πατρίδων","","","","","Πλατεία Αλησμονήτων Πατρίδων","Parks and Outdoors","37.984219324445","23.66263795875"
"Πλατεία Δελιολανη","","","","","Πλατεία Δελιολανη","Parks and Outdoors","37.965015136696","23.750775510568"
"Αχαρνών","","","","","Αχαρνών","Parks and Outdoors","38.01929455254","23.730830345325"
"Πλατεία Βραζιλίας","","","","","Πλατεία Βραζιλίας","Parks and Outdoors","37.978521","23.756061"
"Καλαμιώτου","","","","","Καλαμιώτου","Parks and Outdoors","37.977373529242","23.729159832001"
"Πλατεία Θεάτρου","","","","","Πλατεία Θεάτρου","Parks and Outdoors","37.98107","23.72471"
"Plateia Karaiskaki","","","","","Plateia Karaiskaki","Parks and Outdoors","38.00746","23.73298"
"Dog Cafe","","","","","Dog Cafe","Parks and Outdoors","38.043926869246","23.825855491147"
"αι γιωργης","","","","","αι γιωργης","Parks and Outdoors","37.983202606653","23.793470519032"
"Κούνιες","","","","","Κούνιες","Parks and Outdoors","37.938675508662","23.703858160761"
"Πλατεία Ιόλα-Πλατεία Δημοκρατίας","","","","","Πλατεία Ιόλα-Πλατεία Δημοκρατίας","Parks and Outdoors","38.01864","23.83655"
"Πλατεία Δροσοπούλου (Drosopoulou Square)","","","","","Πλατεία Δροσοπούλου (Drosopoulou Square)","Parks and Outdoors","38.023457092903","23.786349161863"
"Παρκο Νεας Χαλκιδωνας","","","","","Παρκο Νεας Χαλκιδωνας","Parks and Outdoors","38.02958897606","23.731745251579"
"Παιδική Χαρά Δεινοκράτους","","","","","Παιδική Χαρά Δεινοκράτους","Parks and Outdoors","37.980428707228","23.74757933871"
"Snoop Home ","","","","","","Parks and Outdoors",\N,\N
"Πλατεία Αγίας Ελεούσης","","","","","Πλατεία Αγίας Ελεούσης","Parks and Outdoors","37.955038565697","23.691925447417"
"Saint Joseph School's Forest","","","","","Saint Joseph School's Forest","Parks and Outdoors","38.056875291091","23.787573144601"
"Πλ. Καραϊσκάκη","","","","","Πλ. Καραϊσκάκη","Parks and Outdoors","38.005597705748","23.664300504141"
"Πλατεία Βραζιλίας","","","","","Πλατεία Βραζιλίας","Parks and Outdoors","37.978295341469","23.755928277969"
"ΠΑΡΚΟ","","","","","ΠΑΡΚΟ","Parks and Outdoors","38.010269868199","23.827429950627"
"Πλατεία Πόντου (Pontos Square)","","","","","Πλατεία Πόντου (Pontos Square)","Parks and Outdoors","37.903234089446","23.746538802816"
"Παρκάκι Πολυδούρη","","","","","Παρκάκι Πολυδούρη","Parks and Outdoors","38.017045","23.812541"
"Dogs Park_πάρκο Σκύλων Χαλικακι","","","","","Dogs Park_πάρκο Σκύλων Χαλικακι","Parks and Outdoors","37.944724248103","23.750605598769"
"Πάρκο Αγίας Φιλοθέης","","","","","Πάρκο Αγίας Φιλοθέης","Parks and Outdoors","38.02822175721","23.783842948097"
"Έλα να παίξουμε","","","","","Έλα να παίξουμε","Parks and Outdoors","37.99653","23.74724"
"Πλατεία Λεγανές","","","","","Πλατεία Λεγανές","Parks and Outdoors","37.99952","23.66859"
"Balloons Childrens Play Paradise","","","","","Balloons Childrens Play Paradise","Parks and Outdoors","37.98162021001","23.769520701458"
"Παρκο","","","","","Παρκο","Parks and Outdoors","37.938119393095","23.718653201113"
"κουνιες","","","","","κουνιες","Parks and Outdoors","37.962243632373","23.760752322739"
"Πανδρόσου","","","","","Πανδρόσου","Parks and Outdoors","37.975659","23.727416"
"Πλατεία Αγ. Μαρίνας","","","","","Πλατεία Αγ. Μαρίνας","Parks and Outdoors","37.973769187704","23.718897263569"
"Ξυπόλυτοι Γίγαντες","","","","","Ξυπόλυτοι Γίγαντες","Parks and Outdoors","37.996512255993","23.8038664013"
"Τοσίτσα","","","","","Τοσίτσα","Parks and Outdoors","37.988511","23.732632"
"Παιδικη Χαρα","","","","","Παιδικη Χαρα","Parks and Outdoors","38.013849938471","23.745586564086"
"Άλσος Περιπάτου","","","","","Άλσος Περιπάτου","Parks and Outdoors","37.994416847323","23.784795835728"
"Παιδική Χαρά Αγίου Παντελεήμονα","","","","","Παιδική Χαρά Αγίου Παντελεήμονα","Parks and Outdoors","38.057410845294","23.792665097211"
"Goudi Playground","","","","","Goudi Playground","Parks and Outdoors","37.983789519558","23.774244251199"
"κουνια μπελα","","","","","κουνια μπελα","Parks and Outdoors","38.023952484131","23.850786209106"
"Ο Τοίχος της Καλοσύνης","","","","","Ο Τοίχος της Καλοσύνης","Parks and Outdoors","38.006994005287","23.832960854645"
"Πλατεία Κολοκοτρώνη Κορυδαλλός","","","","","Πλατεία Κολοκοτρώνη Κορυδαλλός","Parks and Outdoors","37.97783232878","23.657210856549"
"Πλατεία Ουρουγουάης","","","","","Πλατεία Ουρουγουάης","Parks and Outdoors","37.975666","23.751772"
"Σκακιέρα","","","","","Σκακιέρα","Parks and Outdoors","38.004671290193","23.749369328528"
"Πάρκο Αλσούπολης","","","","","Πάρκο Αλσούπολης","Parks and Outdoors","38.033118101735","23.778254985809"
"Πλατεία Βεργώτη","","","","","Πλατεία Βεργώτη","Parks and Outdoors","37.87245","23.73525"
"Πλατεία Αγ. Σοφίας","","","","","Πλατεία Αγ. Σοφίας","Parks and Outdoors","38.001","23.77738"
"Πλατεία Δωδεκανήσου","","","","","Πλατεία Δωδεκανήσου","Parks and Outdoors","38.050964735117","23.794957925052"
"Πλατεία Παλαιάς Αγοράς","","","","","Πλατεία Παλαιάς Αγοράς","Parks and Outdoors","37.975155843868","23.727729978721"
"Πλατεια Φατσεα","","","","","Πλατεια Φατσεα","Parks and Outdoors","37.956039829113","23.762530348645"
"Πάρκο  Άτλας","","","","","Πάρκο  Άτλας","Parks and Outdoors","38.00677","23.72112"
"Κήπος Μεγάρου Μουσικής Αθηνών","","http://www.megaron.gr/default.asp?pid=109&la=1","","","Κήπος Μεγάρου Μουσικής Αθηνών","Parks and Outdoors","37.981670483522","23.753059997391"
"Πλατεία Εργατικής Πρωτομαγιάς","","","","","Πλατεία Εργατικής Πρωτομαγιάς","Parks and Outdoors","37.971840737033","23.708115020992"
"Paidiki Xara","","","","","Paidiki Xara","Parks and Outdoors","37.961018549357","23.717620583255"
"Πλατεία Μιχαλακοπούλου","","","","","Πλατεία Μιχαλακοπούλου","Parks and Outdoors","38.010003095488","23.780141776562"
"B327","","","","","B327","Parks and Outdoors","37.979596345001","23.711720409998"
"Rasel ","","","694 685 2122","","","Parks and Outdoors",\N,\N
"Πλατεία Ζωοδόχου Πηγής","","","","","Πλατεία Ζωοδόχου Πηγής","Parks and Outdoors","37.949745535358","23.729275626102"
"Πλατεία Πεύκης","","","","","Πλατεία Πεύκης","Parks and Outdoors","38.059065842713","23.79274424501"
"Μικροί Μεγάλοι","","","","","Μικροί Μεγάλοι","Parks and Outdoors","37.93971","23.69879"
"Επιγειος Παραδεισος","","","","","Επιγειος Παραδεισος","Parks and Outdoors","38.09861","23.809084"
"Κυδαθηναίων","","","","","Κυδαθηναίων","Parks and Outdoors","37.972575959754","23.732681298902"
"Πλατεία Ρέντη","","","","","Πλατεία Ρέντη","Parks and Outdoors","37.963865225431","23.677974584864"
"Παιδικη Χαρα Αλσους Παπαγου","","","","","Παιδικη Χαρα Αλσους Παπαγου","Parks and Outdoors","37.992824544881","23.794164522736"
"Παιδική Χαρά Πεύκη","","","","","Παιδική Χαρά Πεύκη","Parks and Outdoors","38.068198012855","23.796067279259"
"Πλατεία Ενόπλων Δυνάμεων","","","","","Πλατεία Ενόπλων Δυνάμεων","Parks and Outdoors","37.998551144593","23.784338235855"
"Πλατεία Βάρναλη","","","","","Πλατεία Βάρναλη","Parks and Outdoors","37.948512852991","23.628540192356"
"Pantheon Agia Varvara","","","","","Pantheon Agia Varvara","Parks and Outdoors","37.993711030805","23.650099887408"
"Πλατεία Αγίου Σίλα","","","","","Πλατεία Αγίου Σίλα","Parks and Outdoors","38.064562580358","23.858890359859"
"Kanaria Playground","","","","","Kanaria Playground","Parks and Outdoors","37.933293910178","23.747469233637"
"Παιδική Χαρά Πίνδου","","","","","Παιδική Χαρά Πίνδου","Parks and Outdoors","37.953994092954","23.676655384531"
"πάρκο Φιξ","","","","","πάρκο Φιξ","Parks and Outdoors","38.01581","23.74023"
"Πλατεία Αγίου Αρτεμίου","","","","","Πλατεία Αγίου Αρτεμίου","Parks and Outdoors","37.960827840111","23.742117553612"
"Αλάνα","","","","","Αλάνα","Parks and Outdoors","38.027948096988","23.844452393679"
"Βόλτα τον Σίμπα","","","","","Βόλτα τον Σίμπα","Parks and Outdoors","38.024656949588","23.803829980766"
"Πάρκο Ευαγγελισμού","","","","","Πάρκο Ευαγγελισμού","Parks and Outdoors","37.976418018255","23.747134326003"
"plateia dafnhs","","","","","plateia dafnhs","Parks and Outdoors","37.950322913391","23.736090660095"
"Πλατεία Αίνου","","","","","Πλατεία Αίνου","Parks and Outdoors","37.945551227061","23.72278958559"
"Παιδικη Χαρα Ζωγραφου","","","","","Παιδικη Χαρα Ζωγραφου","Parks and Outdoors","37.970413575329","23.779398052895"
"Πλατεία Μικράς Ασίας","","","","","Πλατεία Μικράς Ασίας","Parks and Outdoors","38.006655611978","23.80692673971"
"Μπαλουξάκι","","","","","Μπαλουξάκι","Parks and Outdoors","37.856863183136","23.750416221841"
"i-Play","","","","","i-Play","Parks and Outdoors","38.034016","23.79263"
"Παιδική Χαρά Αγ.Παρασκευής(Νεα Σμύρνη)","","","","","Παιδική Χαρά Αγ.Παρασκευής(Νεα Σμύρνη)","Parks and Outdoors","37.938702605372","23.712556780839"
"Πεζόδρομος Ρεματίας","","","","","Πεζόδρομος Ρεματίας","Parks and Outdoors","38.024524342879","23.804054000066"
"Πλατεία Χίου","","","","","Πλατεία Χίου","Parks and Outdoors","37.98888","23.72162"
"Πάρκο Παμφυλίας","","","","","Πάρκο Παμφυλίας","Parks and Outdoors","37.935724456436","23.709656704276"
"Πλατεία Παύλου Μπακογιάννη","","","","","Πλατεία Παύλου Μπακογιάννη","Parks and Outdoors","38.00200717047","23.733831349842"
"Πλατεία Ηρώων Πολυτεχνείου","","","","","Πλατεία Ηρώων Πολυτεχνείου","Parks and Outdoors","38.0166","23.65083"
"Παιδική Χαρά Μοσχάτου","","","","","Παιδική Χαρά Μοσχάτου","Parks and Outdoors","37.951030478896","23.680938526399"
"Πλατεία Αμπελοκήπων","","","","","Πλατεία Αμπελοκήπων","Parks and Outdoors","37.986366467084","23.760967313119"
"Πάρκο Σταθμού Μετρό Χολαργός","","","","","Πάρκο Σταθμού Μετρό Χολαργός","Parks and Outdoors","38.004584759085","23.794519812119"
"Rematia","","","","","Rematia","Parks and Outdoors","38.031037863972","23.814841041637"
"Πάρκο Ηρώων Ενόπλων Δυνάμεων","","","","","Πάρκο Ηρώων Ενόπλων Δυνάμεων","Parks and Outdoors","37.973385923727","23.700749874115"
"Πλατεία Ελευθερίου Βενιζέλου","","","","","Πλατεία Ελευθερίου Βενιζέλου","Parks and Outdoors","37.977655603043","23.648120050271"
"Πλατεία Ηρώου Φιλοθέης","","","","","Πλατεία Ηρώου Φιλοθέης","Parks and Outdoors","38.025396871257","23.780833206207"
"Πλατεία Ηρώων Πολυτεχνείου","","","","","Πλατεία Ηρώων Πολυτεχνείου","Parks and Outdoors","37.906022825722","23.750374574747"
"Svoura","","","","","Svoura","Parks and Outdoors","38.027066","23.811778"
"Icarus Park Faliro","","","","","Icarus Park Faliro","Parks and Outdoors","37.931047486946","23.693629039902"
"Πλατεία Σκατζουράκη","","","","","Πλατεία Σκατζουράκη","Parks and Outdoors","37.9412693","23.7163666"
"Οικολογικό Πάρκο Ψυχικου","","","","","Οικολογικό Πάρκο Ψυχικου","Parks and Outdoors","38.0007474","23.7804352"
"Παιδική Χαρά Δήμου Αλίμου","","","","","Παιδική Χαρά Δήμου Αλίμου","Parks and Outdoors","37.910328087085","23.71273174709"
"Πλατεία Κονίτσης","","","","","Πλατεία Κονίτσης","Parks and Outdoors","37.988584","23.794755935669"
"Πλατεία Χελντράιχ","","","","","Πλατεία Χελντράιχ","Parks and Outdoors","37.957479861813","23.721950054169"
"παρκάκι δίπλα στο ποτάμι","","","","","παρκάκι δίπλα στο ποτάμι","Parks and Outdoors","37.94410111","23.68297818"
"Πεζόδρομος Μυριοφύτου","","","","","Πεζόδρομος Μυριοφύτου","Parks and Outdoors","38.034311","23.738737"
"paidikos stathmos","","","","","paidikos stathmos","Parks and Outdoors","37.987001274146","23.66825775736"
"free dog park","","","","","free dog park","Parks and Outdoors","37.894942663309","23.750238727397"
"Ομπρέλα Παπάγου","","","","","Ομπρέλα Παπάγου","Parks and Outdoors","37.99647929325","23.803574337546"
"Λόφος Φινοπούλου","","","","","Λόφος Φινοπούλου","Parks and Outdoors","37.99318183084","23.744744009189"
"Πλατεία Μεταμόρφωσης","","","","","Πλατεία Μεταμόρφωσης","Parks and Outdoors","38.064214000139","23.760380744934"
"Πάρκο Αγίου Ελευθερίου","","","","","Πάρκο Αγίου Ελευθερίου","Parks and Outdoors","38.019139357737","23.728386558135"
"Πλατεία Ιατρού Παπανικολάου","","","","","Πλατεία Ιατρού Παπανικολάου","Parks and Outdoors","37.984322540894","23.676562401128"
"Πλατεία Χαραυγής","","","","","Πλατεία Χαραυγής","Parks and Outdoors","37.946115738841","23.744432012207"
"Πλατεία Αγίου Γεωργίου","","","","","Πλατεία Αγίου Γεωργίου","Parks and Outdoors","37.973087961831","23.650811205012"
"Skatzouraki Sq.","","","","","Skatzouraki Sq.","Parks and Outdoors","37.941388439102","23.716478347778"
"Πλατεία Ελπίδος","","","","","Πλατεία Ελπίδος","Parks and Outdoors","37.96464","23.71411"
"Πλατεία Αγ. Ειρήνης","","","","","Πλατεία Αγ. Ειρήνης","Parks and Outdoors","37.97734","23.72816"
"Κοινωνικό Πολιτιστικό Κέντρο Βύρωνα (Λαμπυδόνα)","","","","","Κοινωνικό Πολιτιστικό Κέντρο Βύρωνα (Λαμπυδόνα)","Parks and Outdoors","37.960825789411","23.754906875008"
"Πάρκο Πάτημα Γέρακα","","","","","Πάρκο Πάτημα Γέρακα","Parks and Outdoors","38.03127673951","23.852573211984"
"Πάρκο Αλίμου","","","","","Πάρκο Αλίμου","Parks and Outdoors","37.91062206436","23.710570022417"
"Πλατεία Έλενας Βενιζέλου","","","","","Πλατεία Έλενας Βενιζέλου","Parks and Outdoors","37.935996790852","23.728351748361"
"Playground (λυκοβρυση)","","","","","Playground (λυκοβρυση)","Parks and Outdoors","38.06290952844","23.779206311466"
"Παιδική Χαρά Πλ. Ελευθερίας","","","","","Παιδική Χαρά Πλ. Ελευθερίας","Parks and Outdoors","38.007636632565","23.783097146415"
"patisia club","","","","","patisia club","Parks and Outdoors","38.027932979744","23.740077974059"
"Πλατεία Μάχης Αναλάτου","","","","","Πλατεία Μάχης Αναλάτου","Parks and Outdoors","37.955970985652","23.724609455517"
"pagkaki bbx","","","","","pagkaki bbx","Parks and Outdoors","37.981087","23.654904"
"Πλατεία Αέρηδων","","","","","Πλατεία Αέρηδων","Parks and Outdoors","37.97405697086","23.727209866047"
"Πλατεία Αγίων Θεοδώρων","","","","","Πλατεία Αγίων Θεοδώρων","Parks and Outdoors","37.97932","23.7301"
"Παιδική Χαρά - Πλατεία 28ης Οκτωβρίου","","","","","Παιδική Χαρά - Πλατεία 28ης Οκτωβρίου","Parks and Outdoors","38.015666","23.783322"
"Blaka","","","","","Blaka","Parks and Outdoors","37.973718","23.727875"
"Πλατεία Αγίου Σώστη","","","","","Πλατεία Αγίου Σώστη","Parks and Outdoors","37.955052820023","23.717225290352"
"Σωμα Ελληνικου Οδηγισμου Τμημα Παπαγου","","","","","Σωμα Ελληνικου Οδηγισμου Τμημα Παπαγου","Parks and Outdoors","37.990765201924","23.790229121156"
"Πάρκο Κλωναρίδη-Φίξ","","","","","Πάρκο Κλωναρίδη-Φίξ","Parks and Outdoors","38.01704","23.73542"
"Παιδική Χαρά Αγίας Σκέπης (Πρότυπος Παιδότοπος και για ΑμεΑ)","","","","","Παιδική Χαρά Αγίας Σκέπης (Πρότυπος Παιδότοπος και για ΑμεΑ)","Parks and Outdoors","37.933867464315","23.693274008217"
"Πάρκο Πολυγώνου","","","","","Πάρκο Πολυγώνου","Parks and Outdoors","37.999499694209","23.759747096284"
"kapaps","","","","","kapaps","Parks and Outdoors","37.997359457565","23.761478641237"
"Πλατεία Φιλικής Εταιρείας","","","","","Πλατεία Φιλικής Εταιρείας","Parks and Outdoors","37.93932","23.74415"
"Συντριβάνι","","","","","Συντριβάνι","Parks and Outdoors","38.001395147968","23.679825694027"
"Playland","","","","","Playland","Parks and Outdoors","37.996277","23.68144"
"Πεζόδρομος Θουκυδίδου","","","","","Πεζόδρομος Θουκυδίδου","Parks and Outdoors","37.913485223481","23.711067243236"
"Πλατεία Πίνδου","","","","","Πλατεία Πίνδου","Parks and Outdoors","38.00671878242","23.76399805727"
"Πλατεία Ελευθερίας","","","","","Πλατεία Ελευθερίας","Parks and Outdoors","38.037589964274","23.826851193781"
"Plateia Miki Theodoraki","","","","","Plateia Miki Theodoraki","Parks and Outdoors","37.9228661","23.7354305"
"Πάρκο Σκύλων - Το Σκυλάδικο","","","","","Πάρκο Σκύλων - Το Σκυλάδικο","Parks and Outdoors","37.961127248994","23.702347253998"
"Χαϊμαντά","","","","","Χαϊμαντά","Parks and Outdoors","38.02151378766","23.800477283558"
"Plateia","","","","","Plateia","Parks and Outdoors","38.084585758016","23.831530920685"
"Pani hill","","","","","Pani hill","Parks and Outdoors","37.910600127756","23.720094330197"
"Πλατεία Ψαρού","","","","","Πλατεία Ψαρού","Parks and Outdoors","37.98176","23.65486"
"Πλατεία Προφήτου Ηλία","","","","","Πλατεία Προφήτου Ηλία","Parks and Outdoors","37.966008405089","23.746190878498"
"Πλατεία Κωνσταντινουπόλεως","","","","","Πλατεία Κωνσταντινουπόλεως","Parks and Outdoors","38.038536","23.765688"
"Πλατεία Άρη Βελουχιώτη","","","","","Πλατεία Άρη Βελουχιώτη","Parks and Outdoors","38.038972325034","23.726933829515"
"Πλατεια 28ης Οκτωβριου","","","","","Πλατεια 28ης Οκτωβριου","Parks and Outdoors","37.936281468879","23.758532687199"
"Πλατεία Θερμίδας","","","","","Πλατεία Θερμίδας","Parks and Outdoors","38.028734268188","23.745040356236"
"Ionias Park","","","","","Ionias Park","Parks and Outdoors","37.919944669981","23.739491085044"
"Πλατεία Ηρώων, Κηφισια","","","","","Πλατεία Ηρώων, Κηφισια","Parks and Outdoors","38.039418882308","23.809971190025"
"Περιφραγμένο Πάρκο Σκύλων","","","","","Περιφραγμένο Πάρκο Σκύλων","Parks and Outdoors","38.007923750344","23.834314522641"
"Kerkyras Street Playground","","","","","Kerkyras Street Playground","Parks and Outdoors","38.037562992331","23.821256160736"
"Πλατεία Μακεδονίας","","","","","Πλατεία Μακεδονίας","Parks and Outdoors","38.032104020464","23.835310935974"
"παιδικη χαρα ιακωβατων","","","","","παιδικη χαρα ιακωβατων","Parks and Outdoors","38.014759122449","23.730356451834"
"Πάρκο Χρυσουπόλεως","","","","","Πάρκο Χρυσουπόλεως","Parks and Outdoors","37.935436","23.711369"
"Παραλία Ακτή Ήλιου","","","","","Παραλία Ακτή Ήλιου","Parks and Outdoors","37.90901","23.71354"
"Ομπρέλα","","","","","Ομπρέλα","Parks and Outdoors","37.993766533976","23.80020592196"
"Πλατεία Αγ. Δημητρίου","","","","","Πλατεία Αγ. Δημητρίου","Parks and Outdoors","37.98947","23.75837"
"Πλατεία Φιλομούσου Εταιρείας","","","","","Πλατεία Φιλομούσου Εταιρείας","Parks and Outdoors","37.9715776","23.731146"
"Πλατεία Λευκωσίας","","","","","Πλατεία Λευκωσίας","Parks and Outdoors","37.90234","23.74675"
"Παιδική Χαρά η Λιακάδα","","","","","Παιδική Χαρά η Λιακάδα","Parks and Outdoors","37.94024","23.707532"
"Πλατεία Ελαιών (Elaion Square)","","","","","Πλατεία Ελαιών (Elaion Square)","Parks and Outdoors","38.088265683096","23.797740739249"
"Πεζόδρομος Φιλελλήνων 27Α","","","","","Πεζόδρομος Φιλελλήνων 27Α","Parks and Outdoors","38.020583","23.791167"
"Ηρακλειδών","","","","","Ηρακλειδών","Parks and Outdoors","37.975595223359","23.71722979819"
"Παρκο Ραφτοπουλου","","","","","Παρκο Ραφτοπουλου","Parks and Outdoors","37.950988276786","23.723773867009"
"Παιδική Χαρά Θησείου","","","","","Παιδική Χαρά Θησείου","Parks and Outdoors","37.974869944904","23.72014634997"
"Πλατεία Δημοκρατίας του Περού","","","","","Πλατεία Δημοκρατίας του Περού","Parks and Outdoors","37.972381593105","23.774116422326"
"Πλατεία Αγ. Ιωάννη Ρέντη","","http://www.kep.gov.gr/","","","Πλατεία Αγ. Ιωάννη Ρέντη","Parks and Outdoors","37.96134","23.67398"
"Φυτευτή","","","","","Φυτευτή","Parks and Outdoors","38.011265951869","23.732635207924"
"Πάρκο Κύπρου","","","","","Πάρκο Κύπρου","Parks and Outdoors","38.004289999979","23.734614681663"
"Πλατεία Ακαδημίας Πλάτωνος","","","","","Πλατεία Ακαδημίας Πλάτωνος","Parks and Outdoors","37.987686927066","23.725980837397"
"Πλατεία Σοφίας Βέμπο","","","","","Πλατεία Σοφίας Βέμπο","Parks and Outdoors","37.994412665487","23.767668588251"
"Πλατεία Κουντουριώτου(Παιδική Χαρά)","","","","","Πλατεία Κουντουριώτου(Παιδική Χαρά)","Parks and Outdoors","37.962494692483","23.719706342588"
"Πλατεία Αιγύπτου (Egiptou Square)","","","","","Πλατεία Αιγύπτου (Egiptou Square)","Parks and Outdoors","37.991529258843","23.731874227524"
"Πλατεία Δ. Πικιώνη","","","","","Πλατεία Δ. Πικιώνη","Parks and Outdoors","38.022585034378","23.776481251414"
"Παιδική Χαρά Αγίας Τριάδας","","","","","Παιδική Χαρά Αγίας Τριάδας","Parks and Outdoors","38.087984352328","23.797781660669"
"Ηπίτου","","","","","Ηπίτου","Parks and Outdoors","37.974233616164","23.731658088521"
"Πλατεία Αθηναΐδας","","","","","Πλατεία Αθηναΐδας","Parks and Outdoors","38.006392371696","23.751003742218"
"Παιδική Χαρά Αγίου Γεωργίου","","","","","Παιδική Χαρά Αγίου Γεωργίου","Parks and Outdoors","37.980639366462","23.791984443237"
"Πλατεία Πολυγωνου","","","","","Πλατεία Πολυγωνου","Parks and Outdoors","37.989661146206","23.7678872448"
"Μπασκετάκια","","","","","Μπασκετάκια","Parks and Outdoors","37.940711540722","23.728033304214"
"Πλατεία Αγίου Αλεξάνδρου","","","","","Πλατεία Αγίου Αλεξάνδρου","Parks and Outdoors","37.92424406735","23.693218231201"
"Πλατεία Ράμνες","","","","","Πλατεία Ράμνες","Parks and Outdoors","37.986149401057","23.714475276523"
"Πλατεία Ευκαλύπτων","","","","","Πλατεία Ευκαλύπτων","Parks and Outdoors","38.005950263724","23.767639128093"
"Άλσος Εθνικής Αντιστάσεως","","","","","Άλσος Εθνικής Αντιστάσεως","Parks and Outdoors","38.017173002499","23.775487838778"
"Τριαλαλου´μ","","","","","Τριαλαλου´μ","Parks and Outdoors","37.950713984372","23.729455763876"
"Παιδική Χαρά Λιγούστρου","","","","","Παιδική Χαρά Λιγούστρου","Parks and Outdoors","38.080815697259","23.797015874159"
"ΣΑΚΑ","","","","","ΣΑΚΑ","Parks and Outdoors","38.018958446837","23.780755651366"
"Παιχνίδια Γειτονιάς","","","","","Παιχνίδια Γειτονιάς","Parks and Outdoors","38.02333856","23.74086027"
"Άλσος Πετραλώνων","","","","","Άλσος Πετραλώνων","Parks and Outdoors","37.972709320962","23.714980628869"
"Πεζόδρομος Παναθηναίων","","","","","Πεζόδρομος Παναθηναίων","Parks and Outdoors","38.002917145036","23.725858807796"
"Παρκάκι Κύπρου & Μακεδονίας","","","","","Παρκάκι Κύπρου & Μακεδονίας","Parks and Outdoors","38.032964727996","23.835059744989"
"Πλατεία Παλαιού Δημαρχείου","","","","","Πλατεία Παλαιού Δημαρχείου","Parks and Outdoors","37.959564371126","23.752847656217"
"Πλατεία Έλληνα Δασκάλου","","","","","Πλατεία Έλληνα Δασκάλου","Parks and Outdoors","37.984462239663","23.645493442325"
"Πλατεια Ελευθεριας-Γ. Παπαφλεσσα(Παναγιτσα)","","","","","Πλατεια Ελευθεριας-Γ. Παπαφλεσσα(Παναγιτσα)","Parks and Outdoors","38.050545889847","23.775038023106"
"ΑΓΑΛΜΑ","","","","","ΑΓΑΛΜΑ","Parks and Outdoors","38.060039520264","23.758102416992"
"Ήλιδα","","http://www.hlida.gr/","","","Ήλιδα","Parks and Outdoors","37.9771118","23.7245102"
"Παρκο - Ρηγα Φερραιου","","","","","Παρκο - Ρηγα Φερραιου","Parks and Outdoors","38.004811531888","23.785690618866"
"Πλατεία Μάνου Χατζιδάκι","","","","","Πλατεία Μάνου Χατζιδάκι","Parks and Outdoors","37.971727506034","23.74620115898"
"Παιδική Χαρά Παραδείσου","","","","","Παιδική Χαρά Παραδείσου","Parks and Outdoors","38.034045571786","23.802514295446"
"Πάρκο Πλατεία Κιοσέ","","","","","Πάρκο Πλατεία Κιοσέ","Parks and Outdoors","38.03015","23.80602"
"πλατεια εκτελωνιστων","","","","","πλατεια εκτελωνιστων","Parks and Outdoors","37.921225447667","23.734729124991"
"Παιδικη Χαρα Διονυσου","","","","","Παιδικη Χαρα Διονυσου","Parks and Outdoors","38.023713879052","23.810128060069"
