name_gr,name_en,categories,address,phone,url
"Φετιχιέ τζαμί ","Fethiye Mosque","Μνημεία και αξιοθέατα Θρησκευτικές τοποθεσίες και ιεροί χώροι ","Πάνος Γωνιά του Πάνου και Πελοπίδα Αθήνα 105 55,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d8385886-Reviews-Fethiye_Mosque-Athens_Attica.html"
"Μητρώο (Παλιό Βουλευτήριο) ","Bouleterion","Μνημεία και αξιοθέατα Μνημεία και σημεία ενδιαφέροντος Ιστορικές τοποθεσίες ","Αρχαία Αγορά Αθήνα,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d198756-Reviews-Bouleterion-Athens_Attica.html"
"Ίκαρος Μνημείο Πεσόντων Αεροπόρων ","Icarus Monument of Fallen Aviators","Μνημεία και αξιοθέατα Μνημεία και αγάλματα ","Πλατεία Καραϊσκάκη Αθήνα,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d12962467-Reviews-Icarus_Monument_of_Fallen_Aviators-Athens_Attica.html"
"Ίδρυμα Βασίλη & Ελίζας Γουλανδρή ","Idryma Vasili & Elizas Goulandri","Μουσεία Εξειδικευμένα μουσεία ","",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d19309950-Reviews-Idryma_Vasili_Elizas_Goulandri-Athens_Attica.html"
"Τζένη Καρέζη ","Tzeni Karezi","Συναυλίες και παραστάσεις Θέατρα ","Ακαδημίας 3 Αθήνα 10671,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d11638929-Reviews-Tzeni_Karezi-Athens_Attica.html"
"Μουσείο Ελληνικής Παιδικής Τέχνης ","Museum of Greek Children's Art","Μουσεία Μουσεία για παιδιά ","Kόδρου 9 Πλάκα Αθήνα,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d566825-Reviews-Museum_of_Greek_Children_s_Art-Athens_Attica.html"
"Επίκαιρα Bookshop ","Epikera Bookshop","Πηγές ενημέρωσης ταξιδιωτών Βιβλιοθήκες ","",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d17759991-Reviews-Epikera_Bookshop-Athens_Attica.html"
"Εκκλησία Αγίας Αικατερίνης ","Ekklisia Agias Ekaterinis","Μνημεία και αξιοθέατα Εκκλησίες και καθεδρικοί ναοί ","Χαιρεφώντος 10 Αθήνα 105 58,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d16813554-Reviews-Ekklisia_Agias_Ekaterinis-Athens_Attica.html"
"Πύλη του Μεντρεσέ ","Gate of Medrese","Μνημεία και αξιοθέατα Μνημεία και σημεία ενδιαφέροντος ","Πελοπίδα Αθήνα 105 55,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d12642863-Reviews-Gate_of_Medrese-Athens_Attica.html"
"Ιστορικό Αρχείο Εθνικής Τράπεζας ","National Bank of Greece Historical Archive","Μουσεία Μουσεία ιστορίας ","146, Tritis Septemvriou Αθήνα 11251,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d2686907-Reviews-National_Bank_of_Greece_Historical_Archive-Athens_Attica.html"
"Σταθερές Συγκοινωνίες Α.Ε - Τραμ ","Urban Rail Transport S.A - Tramway","Μεταφορά Σύστημα μαζικών μεταφορών ","Αθήνα 167 77,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d11691251-Reviews-Urban_Rail_Transport_S_A_Tramway-Athens_Attica.html"
"Mουσείο Iστορίας της Eλληνικής Ενδυμασίας ","Museum of the History of the Greek Costume of the Lyceum Club of Greek Women","Μουσεία Μουσεία ιστορίας ","7 Dimokritou Αθήνα 106 71,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d2662541-Reviews-Museum_of_the_History_of_the_Greek_Costume_of_the_Lyceum_Club_of_Greek_Women-Athe.html"
"Θέατρο Τέχνης Κάρολος Κουν - Φρυνίχου ","Theatro Technis Karolos Koun - Frinichou","Συναυλίες και παραστάσεις Θέατρα ","Φρυνίχου 14 Αθήνα,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d8098913-Reviews-Theatro_Technis_Karolos_Koun_Frinichou-Athens_Attica.html"
"Εκκλησία Αγίου Παύλου ","Agios Pavlos Church","Μνημεία και αξιοθέατα Εκκλησίες και καθεδρικοί ναοί Κτίρια αρχιτεκτονικού ενδιαφέροντος ","Χίου & Κρήτης Αθήνα 10438,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d11677665-Reviews-Agios_Pavlos_Church-Athens_Attica.html"
"Θεοτόκης - Oldmarket ","Theotokis - Oldmarket","Ψώνια Καταστήματα με αντίκες ","Νορμανού 8 Μοναστηράκι Αθήνα 10555,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d13864712-Reviews-Theotokis_Oldmarket-Athens_Attica.html"
"Δυναμό ","Dynamo","Μνημεία και αξιοθέατα Κέντρα κοινοτήτων ","Παραμυθίας 28-30 Αθήνα 10435,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d14040752-Reviews-Dynamo-Athens_Attica.html"
"Ιερός Ναός  Παναγιάς Γρηγορούσας ","Church of  Panagias Grigorousas","Μνημεία και αξιοθέατα Εκκλησίες και καθεδρικοί ναοί ","Δεξίππου & Ταξιαρχών Αθήνα 10555,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d13794889-Reviews-Church_of_Panagias_Grigorousas-Athens_Attica.html"
"Σοφίτα Vintage Shop ","Sofita Vintage Shop","Ψώνια Καταστήματα με αντίκες ","Ερυσίχθονος 6 Αθήνα 118 51,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d9807410-Reviews-Sofita_Vintage_Shop-Athens_Attica.html"
"Μουσείο Ζωολογίας Πανεπιστημίου Αθηνών ","Mousio Zoologias Panepistimiou Athinon","Μουσεία Μουσεία φυσικής ιστορίας ","",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d17535859-Reviews-Mousio_Zoologias_Panepistimiou_Athinon-Athens_Attica.html"
"Πύργος Αθηνών ","Athens Tower","Μνημεία και αξιοθέατα Μνημεία και σημεία ενδιαφέροντος ","Λεωφόρος Μεσογείων 2-4 Αθήνα 11527,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d13737733-Reviews-Athens_Tower-Athens_Attica.html"
"Capsis Πολιτιστικό & Συνεδριακό Κέντρο ","Capsis Cultural Exhibition & Conference Center","Πηγές ενημέρωσης ταξιδιωτών Συνεδριακά κέντρα ","Πάρνωνος 10 Μαρούσι Αθήνα 15125,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d1418619-Reviews-Capsis_Cultural_Exhibition_Conference_Center-Athens_Attica.html"
"Οασα ","Oasa","Μεταφορά Σύστημα μαζικών μεταφορών ","Αθήνα 10682,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d13216175-Reviews-Oasa-Athens_Attica.html"
"Επιγραφικόν Μουσείον ","Epigraphical Museum","Μουσεία Εξειδικευμένα μουσεία ","Τοσίτσα 1 Αθήνα,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d13385654-Reviews-Epigraphical_Museum-Athens_Attica.html"
"Σιδηροδρομικό Μουσείο Αθηνών ","Athens Railway Museum","Μουσεία Εξειδικευμένα μουσεία ","Σιώκου 4 Αθήνα 104 43,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d15341456-Reviews-Athens_Railway_Museum-Athens_Attica.html"
"Μουσείο Γ. Γουναρόπουλου ","Gounaropoulos Museum","Μουσεία Εξειδικευμένα μουσεία ","",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d3672344-Reviews-Gounaropoulos_Museum-Athens_Attica.html"
"Πάρκο Ριζάρη ","Parko Rizari","Φύση και πάρκα Πάρκα ","Αθήνα 106 76,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d16726004-Reviews-Parko_Rizari-Athens_Attica.html"
"Πλατεία Θεμιστοκλέους ","Platia Themistokleous","Φύση και πάρκα Πάρκα ","Αθήνα 185 35,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d16726044-Reviews-Platia_Themistokleous-Athens_Attica.html"
"Ινστιτούτο Έρευνας Μουσικής & Ακουστικής ","Institute for Research on Music and Acoustics","Μνημεία και αξιοθέατα Εκπαιδευτικές τοποθεσίες ","105 Adrianou Plaka Αθήνα 105 58,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d2687999-Reviews-Institute_for_Research_on_Music_and_Acoustics-Athens_Attica.html"
"Θέατρο Της Κούκλας ","Greek Puppet Theatre","Συναυλίες και παραστάσεις Θέατρα ","Ψαρουδάκη 34 Πατήσια Αθήνα 10445,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d13354690-Reviews-Greek_Puppet_Theatre-Athens_Attica.html"
"Ίδρυμα Πολιτισμού και Εκπαίδευσης \"Ανδρέας Λεντάκης\" ","A. Lentakis Foundation of Culture and Education","Μνημεία και αξιοθέατα Πηγές ενημέρωσης ταξιδιωτών ","47 Agion Assomaton Αθήνα 105 53,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d2697222-Reviews-A_Lentakis_Foundation_of_Culture_and_Education-Athens_Attica.html"
"Αυλητής Art ","Avlitis Art","Μουσεία Ψώνια Γκαλερί τέχνης ","Χριστοκοπίδου 17 Χριστοκοπίδου 17 & Αυλητών Αθήνα 105 54,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d8831145-Reviews-Avlitis_Art-Athens_Attica.html"
"Πλατεία Ελευθερίας(Κουμουνδούρου) ","Platia Eleftherias(Koumoundourou)","Φύση και πάρκα Πάρκα ","Αθήνα 105 53,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d16726257-Reviews-Platia_Eleftherias_Koumoundourou-Athens_Attica.html"
"Εκκλησία Αγία Τριάδα ","Church Holy Trinity","Μνημεία και αξιοθέατα Εκκλησίες και καθεδρικοί ναοί Μνημεία και σημεία ενδιαφέροντος ","Λεωφ. Κηφισίας 82 Αθήνα 115 26,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d17762493-Reviews-Church_Holy_Trinity-Athens_Attica.html"
"Ινστιτούτο των Ελληνικών Μύλων ","Institute of Hellenic Mills","Μουσεία Εξειδικευμένα μουσεία ","45 Agion Assomaton Thisseio Αθήνα 105 53,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d2686910-Reviews-Institute_of_Hellenic_Mills-Athens_Attica.html"
"Μνημείο του Άγνωστου Καλλιτέχνη ","Mnimio tou Agnostou Kallitechni","Μνημεία και αξιοθέατα Μνημεία και αγάλματα ","Σουρή 3 Αθήνα 105 57,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d16726232-Reviews-Mnimio_tou_Agnostou_Kallitechni-Athens_Attica.html"
"Άγιος Ιωάννης της Κολώνας ","Agios Ioannis tis Kolonas","Μνημεία και αξιοθέατα Θρησκευτικές τοποθεσίες και ιεροί χώροι ","Ευρυπίδου 70 Αθήνα,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d17714537-Reviews-Agios_Ioannis_tis_Kolonas-Athens_Attica.html"
"Θέατρο Τέχνης Κάρολος Κουν ","Theatro Technis Karolos Koun","Συναυλίες και παραστάσεις Θέατρα ","Πεσμαζόγλου 5 Αθήνα 105 64,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d15758645-Reviews-Theatro_Technis_Karolos_Koun-Athens_Attica.html"
"Άγαλμα Χάρι Τρούμαν ","Agalma Harry Trouman","Μνημεία και αξιοθέατα Μνημεία και αγάλματα ","Λεωφ. Βασιλέως Κωνσταντίνου 42 Αθήνα 116 35,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d16726031-Reviews-Agalma_Harry_Trouman-Athens_Attica.html"
"Πλατεία Εξαρχείων ","Platia Eksarchion","Φύση και πάρκα Πάρκα ","Αθήνα 106 83,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d16726220-Reviews-Platia_Eksarchion-Athens_Attica.html"
"Εικαστικό Κύκλος Σιάντι ","Ikastikos Kyklos Sianti","Μουσεία Ψώνια Γκαλερί τέχνης ","Λεωφόρος Βασιλέως Αλεξάνδρου 2 Αθήνα 116 34,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d15151578-Reviews-Ikastikos_Kyklos_Sianti-Athens_Attica.html"
"Ίδρυμα ΔΕΣΤΕ ","Deste Foundation Centre For Contemporary Art","Μουσεία Ψώνια Γκαλερί τέχνης ","Filellinon 11 & Em. Pappa Street N. Ionia Αθήνα 142 34,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d531636-Reviews-Deste_Foundation_Centre_For_Contemporary_Art-Athens_Attica.html"
"Θεάτρο Κατερίνας Βασιλάκου ","Theater  Katerina Vassilakou","Συναυλίες και παραστάσεις Θέατρα ","Προφήτου Δανιήλ 3 & Πλαταιών Αθήνα 104 35,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d16678206-Reviews-Theater_Katerina_Vassilakou-Athens_Attica.html"
"Από Κοινού ","Apo Koinou","Συναυλίες και παραστάσεις Θέατρα ","Ευπατριδών 4 στο Γκάζι, σταθμός μετρό: Κεραμεικός Αθήνα 11854,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d13748274-Reviews-Apo_Koinou-Athens_Attica.html"
"Μέγαρο Μαξίμου ","Maximos Mansion","Μνημεία και αξιοθέατα Κυβερνητικά κτίρια ","Ηρόδωτου Αττικού 19 Αθήνα 10674,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d11785397-Reviews-Maximos_Mansion-Athens_Attica.html"
"Οδός Αποστόλου Παύλου ","Apostolou Pavlou Street","Μνημεία και αξιοθέατα Μνημεία και σημεία ενδιαφέροντος ","Θησείο Αθήνα,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d13437092-Reviews-Apostolou_Pavlou_Street-Athens_Attica.html"
"Πρώτο Νεκροταφείο Αθηνών ","Proto Nekrotafio Athinon","Μνημεία και αξιοθέατα Κοιμητήρια ","Λογγίνου 3 Αθήνα 116 36,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d17535736-Reviews-Proto_Nekrotafio_Athinon-Athens_Attica.html"
"Εκκλησία Γεννήσεως Χριστού Χριστοκοπίδου ","Genniseos Christou Christokopidou Church","Μνημεία και αξιοθέατα Εκκλησίες και καθεδρικοί ναοί ","Χριστοκοπίδου 1 Αθήνα 10554,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d12176314-Reviews-Genniseos_Christou_Christokopidou_Church-Athens_Attica.html"
"Γκαλερί Ρώμα ","Roma Gallery","Ψώνια Μουσεία Γκαλερί τέχνης ","",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d15848194-Reviews-Roma_Gallery-Athens_Attica.html"
"Κήπος Των Ηρωων ","Garden of Iroon","Φύση και πάρκα Κήποι ","Αθήνα,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d7082491-Reviews-Garden_of_Iroon-Athens_Attica.html"
"Θέατρο Οδού Κυκλάδων «Λευτέρης Βογιατζής» ","Theatre Odou Kykladon \"Lefteris Vogiatzis\"","Συναυλίες και παραστάσεις Θέατρα ","",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d11911504-Reviews-Theatre_Odou_Kykladon_Lefteris_Vogiatzis-Athens_Attica.html"
"Θέατρο ΙΛΙΣΙΑ ","Theater Ilisia","Συναυλίες και παραστάσεις Θέατρα ","Παπαδιαμαντοπουλου 4 Αθήνα,  Ελλάδα ",\N,"https://www.tripadvisor.com.gr/Attraction_Review-g189400-d15235071-Reviews-Theater_Ilisia-Athens_Attica.html"
